IP,VALUE
2.118.128.206,1
2.116.249.221,1
2.116.236.185,0
2.116.234.201,0
2.116.217.221,9
2.116.209.221,1
2.116.176.246,0
2.116.171.193,1
2.116.162.248,0
2.116.160.248,0
2.116.160.247,0
2.116.160.246,0
2.116.160.242,0
2.116.160.215,0
2.116.160.154,0
2.116.160.151,0
2.115.218.221,1
2.115.218.213,0
2.115.216.221,0
2.114.90.221,1
2.114.26.221,0
2.114.251.221,0
2.114.250.221,1
2.114.222.221,0
2.114.220.220,0
2.114.219.221,3
2.114.218.29,0
2.114.218.253,0
2.114.218.221,38
2.114.218.220,1
2.114.218.217,0
2.114.218.189,0
2.114.216.224,5
2.114.216.221,4
2.114.216.213,1
2.114.210.221,1
2.114.210.157,0
2.114.202.221,1
2.114.165.198,0
2.114.154.221,1
2.113.218.221,1
2.112.218.221,1
2.112.217.221,0
2.103.220.24,2
2.102.216.221,0
2.100.128.24,0
2.10.236.92,0
2.1.216.75,1
2.1.216.56,1
2.1.216.53,1
2.1.216.229,0
2.1.216.221,1
2.1.216.144,0
2.1.210.54,0
2.1.128.26,0
2.1.128.22,0
2.1.128.21,0
2.1.128.16,0
2.1.128.13,0
2.0.248.253,1
198.40.85.50,1
198.168.85.50,2
198.168.21.50,1
197.168.85.50,1
196.40.213.50,1
196.234.85.50,1
196.232.85.50,2
196.232.117.58,1
196.186.85.50,1
196.185.85.178,1
196.184.85.50,2
196.169.85.58,1
196.168.85.58,2
196.168.85.54,1
196.168.85.50,45
196.168.85.34,2
196.168.84.50,3
196.168.81.50,1
196.168.245.50,1
196.168.21.50,2
196.168.117.50,2
196.161.85.50,1
196.160.85.50,2
196.136.85.50,1
195.192.230.143,1
195.168.85.50,2
194.67.220.248,1
194.67.220.221,1
194.67.216.223,1
194.232.85.50,2
194.232.29.50,1
194.184.85.58,1
194.184.85.50,3
194.184.21.50,1
194.18.96.246,0
194.172.85.50,2
194.172.85.114,1
194.172.21.42,1
194.170.85.50,1
194.169.85.50,1
194.168.87.50,1
194.168.85.54,1
194.168.85.50,49
194.168.85.48,3
194.168.69.50,1
194.168.213.182,1
194.168.21.50,2
194.168.21.34,1
194.140.85.50,1
194.136.85.50,2
194.136.117.34,1
193.92.186.144,0
193.8.85.18,1
193.40.85.58,2
193.40.85.50,3
193.236.85.50,1
193.232.87.50,1
193.232.85.50,2
193.172.85.50,1
193.168.85.58,1
193.168.85.51,3
193.168.85.50,33
193.168.85.48,2
193.168.85.34,2
193.168.85.178,1
193.168.85.114,2
193.168.81.50,2
193.168.80.50,1
193.168.69.50,2
193.168.213.50,4
193.168.21.58,1
193.168.21.50,3
193.168.149.50,1
193.168.117.50,1
193.160.85.50,1
193.160.21.50,1
193.136.85.50,2
193.12.85.50,1
192.8.85.50,3
192.8.85.178,1
192.44.85.50,2
192.42.85.50,2
192.40.92.58,1
192.40.92.50,1
192.40.85.54,1
192.40.85.51,2
192.40.85.50,36
192.40.85.49,1
192.40.85.48,2
192.40.85.178,1
192.40.85.114,1
192.40.84.50,1
192.40.81.50,2
192.40.213.50,1
192.40.21.50,1
192.40.21.34,1
192.40.117.34,1
192.32.85.50,2
192.240.85.48,1
192.235.85.54,1
192.234.85.50,1
192.233.85.50,1
192.232.87.51,1
192.232.87.50,1
192.232.85.58,2
192.232.85.54,1
192.232.85.50,33
192.232.85.48,1
192.232.85.34,1
192.232.85.22,1
192.232.85.186,1
192.232.84.51,1
192.232.213.50,1
192.232.21.50,1
192.232.21.114,1
192.232.197.50,1
192.232.133.50,1
192.232.117.50,2
192.200.85.52,1
192.200.85.50,3
192.186.85.50,1
192.185.17.50,1
192.184.93.50,1
192.184.87.114,1
192.184.85.51,1
192.184.85.50,43
192.184.85.48,1
192.184.84.50,1
192.184.81.50,1
192.184.69.50,1
192.184.213.50,1
192.184.21.56,1
192.184.21.50,2
192.178.85.50,1
192.176.85.50,4
192.174.85.50,3
192.173.85.50,3
192.172.87.50,1
192.172.85.58,2
192.172.85.54,1
192.172.85.51,1
192.172.85.50,38
192.172.85.34,1
192.172.85.178,1
192.172.85.114,1
192.172.85.10,1
192.172.213.50,3
192.172.21.50,1
192.172.117.50,1
192.171.85.50,1
192.171.85.38,1
192.171.81.50,1
192.170.93.50,1
192.170.87.50,1
192.170.85.54,2
192.170.85.50,40
192.170.85.48,2
192.170.85.34,1
192.170.69.50,1
192.170.5.50,1
192.170.213.50,2
192.170.21.50,2
192.170.117.50,2
192.169.85.51,1
192.169.85.50,37
192.169.85.32,1
192.169.85.114,1
192.169.81.54,1
192.169.213.50,1
192.169.117.50,1
192.168.93.58,1
192.168.93.51,1
192.168.93.50,14
192.168.93.18,1
192.168.93.114,1
192.168.89.50,4
192.168.87.59,1
192.168.87.58,1
192.168.87.50,17
192.168.87.48,1
192.168.87.34,1
192.168.86.50,0
192.168.85.82,1
192.168.85.62,3
192.168.85.60,1
192.168.85.58,39
192.168.85.56,2
192.168.85.55,1
192.168.85.54,37
192.168.85.52,1
192.168.85.51,38
192.168.85.50,3062
192.168.85.49,1
192.168.85.48,47
192.168.85.46,1
192.168.85.38,2
192.168.85.36,1
192.168.85.35,4
192.168.85.34,35
192.168.85.26,1
192.168.85.19,1
192.168.85.186,1
192.168.85.18,22
192.168.85.178,23
192.168.85.176,1
192.168.85.163,1
192.168.85.162,1
192.168.85.115,1
192.168.85.114,22
192.168.85.112,4
192.168.85.10,1
192.168.84.58,1
192.168.84.50,29
192.168.84.48,2
192.168.83.18,1
192.168.81.54,1
192.168.81.50,16
192.168.81.48,1
192.168.71.50,1
192.168.69.50,15
192.168.69.176,1
192.168.65.51,1
192.168.65.50,1
192.168.53.50,3
192.168.53.48,1
192.168.5.50,1
192.168.29.54,1
192.168.29.50,2
192.168.253.178,1
192.168.245.50,2
192.168.221.50,1
192.168.215.50,1
192.168.213.58,1
192.168.213.54,3
192.168.213.51,1
192.168.213.50,31
192.168.213.48,1
192.168.213.34,2
192.168.213.178,1
192.168.21.58,1
192.168.21.54,2
192.168.21.50,43
192.168.21.34,1
192.168.21.22,1
192.168.21.178,2
192.168.20.54,1
192.168.20.50,1
192.168.17.50,1
192.168.149.50,3
192.168.117.58,1
192.168.117.54,2
192.168.117.51,2
192.168.117.50,40
192.168.117.48,6
192.168.117.34,1
192.168.117.2,1
192.168.117.182,1
192.168.117.114,1
192.168.113.50,1
192.168.101.51,1
192.168.101.50,2
192.165.85.50,1
192.164.85.50,1
192.164.85.114,1
192.162.93.50,1
192.162.85.50,2
192.161.85.50,2
192.160.87.42,1
192.160.85.58,1
192.160.85.51,1
192.160.85.50,40
192.160.85.48,2
192.160.85.34,1
192.160.77.50,1
192.160.213.50,2
192.160.213.18,1
192.160.21.50,4
192.160.117.50,1
192.156.181.50,1
192.152.85.50,2
192.152.85.178,1
192.144.85.48,1
192.138.85.50,3
192.137.85.48,1
192.136.87.50,1
192.136.85.54,1
192.136.85.51,1
192.136.85.50,35
192.136.85.32,1
192.136.85.18,1
192.136.85.114,1
192.136.84.50,1
192.136.69.50,2
192.136.21.50,1
192.136.21.48,1
192.136.117.50,1
192.128.85.50,1
192.104.85.58,1
192.104.85.50,4
190.20.8.62,0
190.20.8.58,0
190.20.136.174,0
19.65.216.65,0
19.52.136.35,1
19.50.248.221,1
189.28.8.62,0
189.20.8.61,0
189.20.72.62,0
189.20.136.62,0
189.16.8.62,0
188.52.8.62,0
188.4.8.62,0
188.36.2.62,0
188.28.8.62,0
188.28.8.46,0
188.22.8.62,0
188.22.8.190,0
188.22.136.60,0
188.20.9.62,0
188.20.8.94,0
188.20.8.62,0
188.20.8.61,0
188.20.8.28,0
188.20.8.190,0
188.20.8.126,0
188.20.72.62,0
188.20.40.62,0
188.20.24.62,0
188.20.12.62,0
188.20.12.54,0
188.20.10.62,0
188.20.0.62,0
188.16.8.62,0
188.16.40.62,0
188.16.136.62,0
188.148.8.62,0
188.12.8.62,0
186.72.216.221,0
186.67.216.221,1
186.18.112.246,0
186.146.112.246,0
186.119.205.219,1
184.20.8.62,0
184.20.8.126,0
181.44.199.42,1
181.20.8.62,0
180.20.8.61,0
18.95.97.229,0
18.86.216.221,1
18.83.216.221,0
18.79.233.99,0
18.73.128.29,0
18.67.92.48,1
18.67.240.2,2
18.67.220.86,1
18.67.220.62,0
18.67.220.57,1
18.67.220.29,1
18.67.220.24,0
18.67.220.221,1
18.67.220.182,1
18.67.220.18,2
18.67.220.159,0
18.67.220.152,1
18.67.220.15,0
18.67.220.148,1
18.67.220.145,1
18.67.220.132,1
18.67.220.122,1
18.67.220.102,0
18.67.218.191,0
18.67.216.226,0
18.67.216.221,0
18.67.216.220,1
18.67.128.7,0
18.66.220.48,1
18.65.248.113,1
18.65.220.223,1
18.65.216.67,2
18.65.216.50,1
18.65.216.39,1
18.65.216.33,0
18.65.216.231,1
18.65.216.230,1
18.65.216.229,1
18.65.216.154,0
18.65.216.140,0
18.65.202.80,1
18.65.128.26,0
18.65.128.21,0
18.65.128.2,0
18.65.128.12,0
18.65.0.20,0
18.62.128.206,1
18.60.138.3,1
18.54.240.6,0
18.54.240.19,0
18.54.192.223,1
18.54.160.206,1
18.54.128.207,4
18.54.128.206,2
18.52.236.185,0
18.52.236.174,0
18.52.235.24,0
18.52.176.250,1
18.52.138.3,2
18.52.138.191,1
18.4.26.1,0
18.39.216.247,2
18.35.211.246,1
18.33.216.217,0
18.33.216.213,0
18.25.248.253,1
18.24.88.207,4
18.24.88.206,2
18.24.72.207,1
18.24.249.225,1
18.24.248.253,2
18.24.248.242,1
18.24.248.225,1
18.24.120.206,1
18.22.8.190,0
18.19.112.180,0
18.180.138.3,1
18.18.240.26,1
18.18.116.26,0
18.18.112.30,0
18.18.112.26,0
18.18.112.255,0
18.18.112.250,0
18.18.112.246,4
18.18.112.244,0
18.18.112.214,0
18.18.112.182,0
18.146.216.221,1
18.146.208.221,0
18.145.216.221,1
18.118.216.221,1
18.116.217.221,0
18.116.160.247,0
18.114.219.93,1
18.114.219.221,0
18.114.218.221,3
176.20.8.62,0
176.168.85.50,1
176.150.40.141,0
175.20.8.62,0
175.20.8.46,0
174.84.9.62,0
174.84.8.62,0
174.54.240.19,0
174.52.8.62,0
174.4.9.62,0
174.4.8.61,0
174.4.8.30,0
174.4.24.46,0
174.22.8.62,0
174.21.8.58,0
174.20.8.62,0
174.20.8.61,0
174.20.8.60,0
174.20.8.58,0
174.20.8.30,0
174.20.8.190,0
174.20.8.125,0
174.20.72.62,0
174.20.40.62,0
174.20.16.62,0
174.20.136.62,0
174.20.136.29,0
174.20.10.62,0
174.20.0.62,0
174.20.0.190,0
174.180.8.62,0
174.16.8.62,0
174.16.8.61,0
174.148.8.62,0
174.148.72.125,0
174.118.161.3,0
173.84.8.62,0
173.68.152.62,0
173.28.8.62,0
173.28.8.61,0
173.22.0.62,0
173.20.8.62,0
173.20.8.61,0
173.20.8.60,0
173.20.8.46,0
173.20.74.62,0
173.20.73.190,0
173.20.24.62,0
173.20.136.62,0
173.20.13.62,0
173.20.11.62,0
173.20.10.62,0
173.20.10.30,0
173.20.0.62,0
173.20.0.61,0
173.20.0.56,0
173.16.8.62,0
173.16.8.46,0
173.148.9.62,0
173.148.8.62,0
172.92.9.54,0
172.92.8.62,0
172.92.8.126,0
172.86.8.62,0
172.85.9.126,0
172.85.8.62,0
172.84.9.61,0
172.84.8.63,0
172.84.8.62,0
172.84.8.61,0
172.84.8.58,0
172.84.8.126,0
172.84.25.62,0
172.84.24.60,0
172.84.136.62,0
172.84.12.62,0
172.84.11.62,0
172.80.8.62,0
172.68.8.62,0
172.54.9.62,0
172.52.9.62,0
172.52.8.62,0
172.52.8.61,0
172.52.8.58,0
172.52.8.118,0
172.52.72.62,0
172.52.72.61,0
172.52.44.62,0
172.52.41.60,0
172.52.40.62,0
172.52.24.62,0
172.52.136.62,0
172.52.12.62,0
172.52.12.60,0
172.52.10.62,0
172.52.10.61,0
172.52.0.62,0
172.5.8.62,0
172.5.8.61,0
172.48.8.62,0
172.48.8.126,0
172.4.9.62,0
172.4.9.30,0
172.4.8.62,0
172.4.8.60,0
172.4.8.54,0
172.4.8.46,0
172.4.8.45,0
172.4.8.30,0
172.4.8.255,0
172.4.8.126,0
172.4.72.62,0
172.4.72.38,0
172.4.40.62,0
172.4.40.61,0
172.4.24.62,0
172.4.136.62,0
172.4.1.190,0
172.36.8.62,0
172.36.8.30,0
172.36.24.62,0
172.36.0.46,0
172.30.8.62,0
172.30.56.62,0
172.29.8.61,0
172.28.8.62,0
172.28.8.61,0
172.28.8.60,0
172.28.8.46,0
172.28.8.30,0
172.28.8.126,0
172.28.72.54,0
172.28.40.62,0
172.28.24.62,0
172.28.136.62,0
172.28.12.61,0
172.28.12.60,0
172.28.12.58,0
172.28.10.62,0
172.25.40.62,0
172.24.8.62,0
172.24.8.61,0
172.23.8.30,0
172.23.10.2,1
172.23.10.130,1
172.22.9.62,0
172.22.8.62,0
172.22.8.61,0
172.22.8.60,0
172.22.8.58,0
172.22.8.54,0
172.22.8.46,0
172.22.8.30,0
172.22.8.126,0
172.22.76.62,0
172.22.74.62,0
172.22.72.60,0
172.22.24.62,0
172.22.136.62,0
172.22.136.58,0
172.22.136.42,0
172.22.10.62,0
172.212.8.182,0
172.21.8.62,0
172.21.8.61,0
172.21.8.60,0
172.21.8.54,0
172.21.8.46,0
172.21.8.30,0
172.21.8.190,0
172.21.8.126,0
172.21.73.117,0
172.21.72.62,0
172.21.40.62,0
172.21.40.30,0
172.21.136.62,0
172.21.12.62,0
172.21.0.62,0
172.20.9.94,0
172.20.9.62,0
172.20.9.61,0
172.20.9.60,0
172.20.9.58,0
172.20.9.46,0
172.20.9.30,0
172.20.9.190,0
172.20.9.125,0
172.20.88.62,0
172.20.8.94,0
172.20.8.63,0
172.20.8.62,0
172.20.8.61,0
172.20.8.60,0
172.20.8.58,0
172.20.8.57,0
172.20.8.56,0
172.20.8.54,0
172.20.8.53,0
172.20.8.52,0
172.20.8.46,0
172.20.8.45,0
172.20.8.44,0
172.20.8.42,0
172.20.8.38,0
172.20.8.30,0
172.20.8.29,0
172.20.8.26,0
172.20.8.254,0
172.20.8.222,0
172.20.8.22,0
172.20.8.190,0
172.20.8.189,0
172.20.8.188,0
172.20.8.186,0
172.20.8.158,0
172.20.8.142,0
172.20.8.14,0
172.20.8.126,0
172.20.8.125,0
172.20.8.124,0
172.20.8.122,0
172.20.8.110,0
172.20.76.62,0
172.20.76.54,0
172.20.74.62,0
172.20.73.62,0
172.20.73.30,0
172.20.72.62,0
172.20.72.61,0
172.20.72.60,0
172.20.72.56,0
172.20.72.54,0
172.20.72.42,0
172.20.64.62,0
172.20.6.62,0
172.20.44.189,0
172.20.42.62,0
172.20.40.62,0
172.20.40.61,0
172.20.40.60,0
172.20.40.54,0
172.20.40.46,0
172.20.40.190,0
172.20.40.127,0
172.20.40.126,0
172.20.4.62,0
172.20.32.62,0
172.20.32.60,0
172.20.28.62,0
172.20.28.60,0
172.20.26.62,0
172.20.250.50,0
172.20.25.62,0
172.20.24.62,0
172.20.24.61,0
172.20.24.26,0
172.20.24.190,0
172.20.232.62,0
172.20.200.62,0
172.20.2.62,0
172.20.2.60,0
172.20.18.60,0
172.20.168.62,0
172.20.16.62,0
172.20.16.2,0
172.20.152.62,0
172.20.144.46,0
172.20.140.62,0
172.20.140.58,0
172.20.14.62,0
172.20.14.166,0
172.20.14.126,0
172.20.138.62,0
172.20.137.62,0
172.20.136.62,0
172.20.136.61,0
172.20.136.60,0
172.20.136.58,0
172.20.136.30,0
172.20.136.190,0
172.20.136.126,0
172.20.13.62,0
172.20.13.30,0
172.20.128.62,0
172.20.12.62,0
172.20.12.61,0
172.20.12.60,0
172.20.12.58,0
172.20.12.54,0
172.20.12.30,0
172.20.12.190,0
172.20.12.126,0
172.20.11.62,0
172.20.11.30,0
172.20.104.62,0
172.20.10.63,0
172.20.10.62,0
172.20.10.61,0
172.20.10.60,0
172.20.10.56,0
172.20.10.54,0
172.20.10.46,0
172.20.10.30,0
172.20.10.22,0
172.20.10.126,0
172.20.0.62,0
172.20.0.61,0
172.20.0.60,0
172.20.0.58,0
172.20.0.52,0
172.20.0.30,0
172.20.0.190,0
172.180.9.62,0
172.180.8.62,0
172.180.8.188,0
172.180.40.62,0
172.18.8.62,0
172.17.9.62,0
172.17.8.62,0
172.16.9.62,0
172.16.8.62,0
172.16.8.61,0
172.16.8.60,0
172.16.8.58,0
172.16.8.54,0
172.16.8.46,0
172.16.8.30,0
172.16.72.62,0
172.16.32.62,0
172.16.24.62,0
172.16.2.62,0
172.16.140.62,0
172.16.12.61,0
172.16.12.60,0
172.16.10.62,0
172.16.0.62,0
172.156.0.62,0
172.150.8.62,0
172.150.8.61,0
172.149.8.62,0
172.148.8.63,0
172.148.8.62,0
172.148.8.61,0
172.148.8.53,0
172.148.8.46,0
172.148.8.30,0
172.148.8.29,0
172.148.8.190,0
172.148.8.14,0
172.148.72.46,0
172.148.40.62,0
172.148.28.62,0
172.148.24.62,0
172.148.136.60,0
172.148.12.62,0
172.148.10.62,0
172.148.0.62,0
172.144.8.126,0
172.132.8.62,0
172.13.8.54,0
172.124.8.62,0
172.12.8.62,0
172.116.9.62,0
172.116.8.62,0
172.116.10.62,0
172.0.8.62,0
172.0.8.190,0
171.46.236.221,1
171.146.216.221,0
170.82.220.229,1
170.79.105.230,0
170.73.128.16,0
170.71.188.223,1
170.71.105.99,0
170.67.221.12,1
170.67.220.8,0
170.67.220.59,2
170.67.220.26,1
170.67.220.228,1
170.67.220.221,0
170.67.220.176,1
170.67.220.169,1
170.67.220.159,0
170.67.220.158,1
170.67.220.155,1
170.67.216.221,2
170.67.212.159,1
170.67.157.121,1
170.66.220.175,1
170.66.218.218,1
170.66.218.211,1
170.65.216.69,0
170.65.216.56,0
170.65.216.23,0
170.65.216.229,1
170.65.216.226,2
170.65.216.204,1
170.65.216.104,3
170.65.216.103,1
170.65.200.39,1
170.65.128.28,1
170.65.128.25,0
170.65.128.18,0
170.65.128.13,0
170.56.248.242,1
170.54.240.2,0
170.54.240.16,0
170.54.192.207,1
170.54.128.207,1
170.54.128.206,2
170.52.228.183,0
170.52.140.226,1
170.52.138.3,2
170.46.48.65,0
170.46.236.221,0
170.33.219.246,1
170.33.216.221,1
170.32.71.75,0
170.3.220.133,1
170.25.249.225,1
170.24.248.253,3
170.24.248.242,1
170.24.248.226,1
170.24.248.221,1
170.23.0.190,0
170.20.8.62,0
170.18.112.26,1
170.18.112.246,6
170.18.112.244,0
170.178.219.221,1
170.147.216.221,1
170.146.216.221,2
170.146.112.246,0
170.145.216.221,4
170.114.218.221,1
170.114.218.220,0
170.1.219.246,0
17.99.123.27,1
17.123.147.35,1
169.53.10.61,0
169.254.216.42,2
169.238.133.250,1
169.22.24.189,0
169.20.8.54,0
169.190.216.42,1
168.67.222.52,1
168.65.216.62,1
168.53.171.81,1
168.52.8.62,0
168.4.8.61,0
168.36.9.61,0
168.32.8.62,0
168.28.8.62,0
168.28.24.62,0
168.22.8.62,0
168.21.8.52,0
168.21.24.62,0
168.20.9.62,0
168.20.9.30,0
168.20.9.126,0
168.20.8.94,0
168.20.8.62,0
168.20.8.61,0
168.20.8.60,0
168.20.8.30,0
168.20.8.29,0
168.20.72.62,0
168.20.40.62,0
168.20.24.62,0
168.20.16.62,0
168.20.136.30,0
168.20.12.62,0
168.20.0.62,0
168.20.0.126,0
168.167.19.68,0
168.16.8.62,0
168.148.8.62,0
167.20.8.62,0
166.78.75.131,0
166.18.112.246,1
165.22.8.62,0
164.84.8.62,0
164.84.24.126,0
164.52.9.26,0
164.52.8.62,0
164.52.10.62,0
164.36.8.62,0
164.28.8.62,0
164.28.72.126,0
164.22.8.62,0
164.20.9.62,0
164.20.8.63,0
164.20.8.62,0
164.20.8.61,0
164.20.8.60,0
164.20.8.57,0
164.20.8.54,0
164.20.8.46,0
164.20.8.126,0
164.20.72.62,0
164.20.44.62,0
164.20.40.62,0
164.20.40.190,0
164.20.136.62,0
164.20.12.125,0
164.18.8.62,0
164.16.8.62,0
164.148.8.62,0
164.118.8.62,0
164.115.185.32,0
163.62.128.206,1
162.46.236.221,0
162.183.48.57,1
162.146.216.221,0
162.144.216.221,1
160.20.8.62,0
160.20.72.62,0
160.168.85.54,1
160.168.85.50,4
160.168.213.50,1
160.148.8.62,0
16.67.220.15,1
16.253.128.180,0
16.18.112.246,0
158.67.128.24,0
158.18.112.89,0
157.166.106.185,0
157.163.137.63,1
157.129.215.132,1
157.112.157.249,1
156.20.8.62,0
155.79.105.227,0
155.67.220.65,0
155.55.240.9,0
155.195.220.61,0
155.18.112.18,0
154.97.216.191,1
154.83.220.221,1
154.81.220.96,1
154.79.105.99,0
154.75.220.82,1
154.74.112.251,0
154.67.92.8,0
154.67.92.53,1
154.67.240.2,1
154.67.220.248,1
154.67.220.229,0
154.67.220.221,2
154.67.220.163,1
154.67.220.146,1
154.67.220.140,1
154.67.220.122,1
154.67.220.110,2
154.67.216.7,0
154.67.205.31,2
154.66.222.218,1
154.65.216.76,1
154.65.216.62,2
154.65.216.58,1
154.65.216.229,1
154.65.216.221,1
154.65.216.21,0
154.65.216.103,0
154.65.128.29,0
154.65.128.10,1
154.62.128.206,1
154.54.240.19,0
154.54.216.221,1
154.54.138.244,1
154.54.128.207,1
154.54.128.206,4
154.52.240.9,0
154.52.138.3,3
154.39.152.247,1
154.33.216.221,0
154.26.112.246,0
154.24.88.207,3
154.24.88.206,4
154.24.248.242,2
154.18.116.246,0
154.18.112.247,0
154.18.112.246,6
154.18.112.240,1
154.153.124.246,0
154.152.88.207,1
154.146.216.221,1
154.145.216.221,0
154.145.208.221,1
154.131.220.223,1
154.116.217.221,0
154.114.218.221,2
154.1.220.198,0
153.251.91.110,0
152.18.112.246,1
15.86.216.221,0
15.69.128.17,0
15.67.252.49,1
15.67.220.96,1
15.67.220.95,1
15.67.220.60,0
15.67.220.53,1
15.67.220.52,1
15.67.220.50,0
15.67.220.49,1
15.67.220.42,0
15.67.220.229,1
15.67.220.223,0
15.67.220.221,4
15.67.220.18,0
15.67.220.175,1
15.67.220.155,0
15.67.220.152,1
15.67.220.119,1
15.67.216.221,1
15.67.216.162,0
15.67.204.48,1
15.67.156.230,1
15.66.218.218,1
15.65.216.76,0
15.65.216.63,0
15.65.216.55,0
15.65.216.226,1
15.65.216.158,0
15.65.216.157,0
15.65.216.146,1
15.65.216.144,0
15.65.128.7,0
15.65.128.28,0
15.65.128.26,0
15.65.128.23,0
15.56.249.225,1
15.55.240.10,0
15.54.240.9,0
15.54.240.35,0
15.54.240.25,0
15.54.240.19,0
15.54.240.14,0
15.54.240.13,0
15.54.208.13,0
15.54.128.207,2
15.54.128.206,4
15.53.138.3,1
15.46.236.221,2
15.33.219.246,1
15.26.88.206,1
15.26.197.1,1
15.26.112.246,0
15.24.88.207,1
15.24.88.206,2
15.24.249.241,1
15.24.249.225,3
15.24.249.221,1
15.24.248.253,3
15.24.248.242,3
15.227.220.7,1
15.21.239.105,0
15.180.236.185,0
15.18.240.247,1
15.18.128.206,1
15.18.112.49,0
15.18.112.26,0
15.18.112.247,1
15.18.112.246,7
15.18.112.230,1
15.145.216.221,1
15.145.216.205,0
15.144.216.221,0
15.118.216.221,0
15.114.218.221,1
15.105.248.45,2
15.10.52.171,1
15.1.128.5,1
15.1.128.27,0
148.46.183.188,0
146.75.220.45,1
146.65.217.76,1
146.65.216.107,1
146.60.170.189,0
146.54.128.207,1
146.54.128.206,1
146.145.216.221,1
144.168.85.50,2
143.67.220.24,1
143.67.218.152,0
143.65.216.139,1
143.65.128.2,0
143.26.112.246,1
143.114.216.221,1
142.98.218.207,1
142.88.88.206,1
142.88.249.221,1
142.82.112.26,0
142.75.220.142,1
142.67.94.178,0
142.67.252.158,1
142.67.220.7,1
142.67.220.66,0
142.67.220.45,0
142.67.220.23,1
142.67.220.18,1
142.67.220.156,1
142.67.220.13,0
142.67.204.102,1
142.67.156.156,1
142.66.252.176,1
142.65.220.226,1
142.65.216.137,1
142.65.216.113,1
142.55.128.206,1
142.54.240.6,0
142.54.240.19,0
142.54.128.207,3
142.54.128.206,1
142.54.1.248,1
142.52.236.185,0
142.52.236.179,0
142.52.236.178,0
142.50.112.246,1
142.33.219.247,1
142.33.219.246,0
142.24.88.207,3
142.24.88.206,2
142.24.88.205,1
142.24.249.225,3
142.24.249.221,1
142.24.248.242,1
142.206.217.221,0
142.205.216.53,1
142.20.8.62,0
142.20.44.188,0
142.195.220.40,1
142.193.128.27,0
142.19.112.26,0
142.18.112.246,3
142.18.112.245,0
142.18.112.240,1
142.152.248.242,1
142.146.216.221,2
142.114.218.221,1
142.114.216.221,0
141.20.8.62,0
141.20.8.61,0
141.20.24.62,0
141.12.42.62,0
140.84.8.62,0
140.68.8.62,0
140.65.216.63,1
140.60.8.62,0
140.52.8.62,0
140.28.8.62,0
140.28.8.61,0
140.23.12.60,0
140.22.8.62,0
140.22.8.54,0
140.21.8.58,0
140.21.24.62,0
140.20.9.46,0
140.20.8.62,0
140.20.8.61,0
140.20.8.60,0
140.20.8.58,0
140.20.8.54,0
140.20.8.46,0
140.20.8.30,0
140.20.8.190,0
140.20.8.126,0
140.20.74.46,0
140.20.40.63,0
140.20.136.62,0
140.20.12.62,0
140.20.0.62,0
140.18.8.62,0
140.16.8.62,0
140.16.8.60,0
140.149.8.61,0
140.148.40.62,0
14.99.252.229,1
14.99.240.2,1
14.99.220.83,1
14.99.220.61,1
14.99.220.57,1
14.99.220.45,4
14.99.220.228,0
14.99.220.221,2
14.99.220.178,0
14.99.220.177,1
14.99.220.154,1
14.99.220.110,1
14.99.216.226,0
14.99.168.7,1
14.98.222.221,0
14.98.220.165,1
14.98.218.221,1
14.98.218.218,1
14.97.72.14,1
14.97.251.246,1
14.97.220.229,1
14.97.219.246,0
14.97.216.41,1
14.97.216.221,1
14.97.216.140,0
14.97.136.3,0
14.97.136.26,0
14.97.128.9,0
14.97.128.8,0
14.97.128.26,0
14.97.128.22,0
14.97.128.18,0
14.97.128.13,0
14.97.128.12,0
14.97.128.0,0
14.91.220.54,0
14.90.220.185,1
14.90.112.246,1
14.89.216.181,1
14.88.88.207,2
14.88.88.206,1
14.88.249.225,1
14.88.248.253,1
14.88.248.242,1
14.88.124.230,0
14.88.116.198,0
14.87.220.61,0
14.86.216.221,1
14.84.217.221,1
14.83.220.96,1
14.83.220.221,1
14.83.220.22,1
14.83.220.217,1
14.83.220.155,1
14.83.220.150,0
14.83.220.14,1
14.83.220.131,0
14.83.220.106,0
14.83.218.221,0
14.83.216.226,0
14.83.216.221,0
14.83.208.221,0
14.82.92.221,1
14.82.220.221,2
14.82.220.146,1
14.82.219.221,0
14.82.216.224,0
14.82.132.59,0
14.82.116.26,0
14.82.113.26,0
14.82.113.246,0
14.82.112.89,0
14.82.112.254,0
14.82.112.247,0
14.82.112.246,2
14.82.112.182,0
14.82.112.114,0
14.81.220.14,1
14.81.216.75,0
14.81.216.62,0
14.81.216.36,1
14.81.216.146,0
14.81.216.113,0
14.81.216.111,0
14.81.216.103,1
14.81.162.24,0
14.81.129.7,0
14.81.128.9,0
14.81.128.3,0
14.81.128.25,0
14.81.128.16,0
14.8.249.225,1
14.8.248.242,1
14.8.124.230,0
14.79.105.99,0
14.79.105.38,0
14.79.105.230,0
14.78.96.251,0
14.78.64.34,1
14.78.48.99,0
14.78.120.251,0
14.78.116.215,0
14.78.112.99,1
14.78.112.94,1
14.78.112.83,1
14.78.112.8,0
14.78.112.78,2
14.78.112.76,1
14.78.112.71,0
14.78.112.251,0
14.78.112.219,0
14.78.112.20,1
14.78.112.187,0
14.78.102.251,0
14.75.252.41,1
14.75.233.99,0
14.75.220.85,3
14.75.220.66,0
14.75.220.43,1
14.75.220.190,0
