IP,VALUE
10.72.152.205,0
10.72.128.9,0
10.72.128.6,0
10.72.128.4,0
10.72.128.26,0
10.72.128.23,0
10.72.128.20,0
10.72.128.17,0
10.72.0.7,0
10.72.0.29,0
10.71.97.15,0
10.71.92.7,1
10.71.92.56,1
10.71.92.54,1
10.71.92.230,1
10.71.92.229,1
10.71.92.221,2
10.71.92.209,1
10.71.92.178,0
10.71.92.174,1
10.71.92.17,1
10.71.92.164,0
10.71.92.160,0
10.71.92.122,1
10.71.56.240,0
10.71.53.223,0
10.71.34.21,0
10.71.28.177,1
10.71.254.15,1
10.71.252.95,1
10.71.252.94,0
10.71.252.67,1
10.71.252.58,0
10.71.252.55,0
10.71.252.229,0
10.71.252.178,1
10.71.252.160,1
10.71.252.159,0
10.71.252.141,1
10.71.252.127,1
10.71.252.126,1
10.71.248.221,0
10.71.240.60,0
10.71.240.6,0
10.71.240.3,1
10.71.240.22,1
10.71.240.21,0
10.71.240.2,21
10.71.240.130,0
10.71.240.13,0
10.71.240.10,2
10.71.223.229,0
10.71.222.8,0
10.71.222.57,0
10.71.222.229,0
10.71.222.19,0
10.71.222.104,0
10.71.222.102,1
10.71.221.84,1
10.71.221.51,0
10.71.221.43,0
10.71.221.255,0
10.71.221.221,0
10.71.221.160,1
10.71.221.130,1
10.71.220.99,1
10.71.220.97,1
10.71.220.96,7
10.71.220.95,3
10.71.220.94,3
10.71.220.93,4
10.71.220.92,5
10.71.220.9,1
10.71.220.88,3
10.71.220.87,2
10.71.220.86,3
10.71.220.85,5
10.71.220.84,0
10.71.220.83,2
10.71.220.82,1
10.71.220.8,7
10.71.220.78,0
10.71.220.77,0
10.71.220.74,1
10.71.220.73,3
10.71.220.71,6
10.71.220.7,4
10.71.220.68,3
10.71.220.66,2
10.71.220.65,4
10.71.220.63,2
10.71.220.62,6
10.71.220.61,6
10.71.220.60,3
10.71.220.6,1
10.71.220.59,1
10.71.220.58,7
10.71.220.57,5
10.71.220.56,7
10.71.220.55,1
10.71.220.54,3
10.71.220.53,2
10.71.220.52,7
10.71.220.51,4
10.71.220.50,4
10.71.220.5,0
10.71.220.49,1
10.71.220.48,5
10.71.220.47,0
10.71.220.46,2
10.71.220.45,3
10.71.220.44,6
10.71.220.43,5
10.71.220.42,5
10.71.220.41,4
10.71.220.40,5
10.71.220.38,5
10.71.220.37,2
10.71.220.36,3
10.71.220.34,1
10.71.220.32,1
10.71.220.31,1
10.71.220.29,3
10.71.220.28,6
10.71.220.27,2
10.71.220.26,6
10.71.220.253,0
10.71.220.25,1
10.71.220.244,2
10.71.220.243,0
10.71.220.24,1
10.71.220.237,0
10.71.220.230,1
10.71.220.23,3
10.71.220.229,40
10.71.220.228,10
10.71.220.227,1
10.71.220.226,1
10.71.220.225,2
10.71.220.224,1
10.71.220.223,8
10.71.220.221,70
10.71.220.22,3
10.71.220.215,1
10.71.220.213,1
10.71.220.211,1
10.71.220.21,3
10.71.220.207,0
10.71.220.205,2
10.71.220.204,1
10.71.220.20,2
10.71.220.199,1
10.71.220.197,1
10.71.220.19,5
10.71.220.182,2
10.71.220.180,1
10.71.220.18,2
10.71.220.178,3
10.71.220.177,12
10.71.220.176,4
10.71.220.175,2
10.71.220.174,3
10.71.220.173,6
10.71.220.172,8
10.71.220.170,2
10.71.220.17,6
10.71.220.168,1
10.71.220.167,1
10.71.220.165,1
10.71.220.164,1
10.71.220.163,0
10.71.220.162,0
10.71.220.160,4
10.71.220.16,2
10.71.220.159,1
10.71.220.158,7
10.71.220.157,0
10.71.220.156,1
10.71.220.155,3
10.71.220.154,10
10.71.220.152,3
10.71.220.151,2
10.71.220.150,6
10.71.220.15,1
10.71.220.147,2
10.71.220.146,2
10.71.220.145,4
10.71.220.144,4
10.71.220.143,2
10.71.220.142,6
10.71.220.141,3
10.71.220.140,6
10.71.220.14,4
10.71.220.139,3
10.71.220.138,1
10.71.220.137,3
10.71.220.136,2
10.71.220.135,1
10.71.220.134,0
10.71.220.133,2
10.71.220.132,1
10.71.220.131,0
10.71.220.130,2
10.71.220.13,3
10.71.220.129,1
10.71.220.128,2
10.71.220.127,1
10.71.220.126,3
10.71.220.125,1
10.71.220.123,2
10.71.220.122,5
10.71.220.121,2
10.71.220.120,0
10.71.220.12,4
10.71.220.119,2
10.71.220.118,4
10.71.220.117,2
10.71.220.115,0
10.71.220.114,0
10.71.220.112,0
10.71.220.110,3
10.71.220.11,2
10.71.220.109,1
10.71.220.107,5
10.71.220.106,2
10.71.220.105,2
10.71.220.104,3
10.71.220.103,4
10.71.220.102,3
10.71.220.10,1
10.71.220.1,0
10.71.218.221,1
10.71.218.194,0
10.71.218.12,1
10.71.217.226,0
10.71.217.188,0
10.71.216.98,0
10.71.216.97,0
10.71.216.95,1
10.71.216.94,0
10.71.216.87,0
10.71.216.81,0
10.71.216.79,0
10.71.216.78,1
10.71.216.76,1
10.71.216.75,0
10.71.216.73,0
10.71.216.67,0
10.71.216.63,1
10.71.216.61,0
10.71.216.59,0
10.71.216.58,1
10.71.216.54,1
10.71.216.53,0
10.71.216.5,0
10.71.216.40,0
10.71.216.38,0
10.71.216.31,1
10.71.216.26,0
10.71.216.248,0
10.71.216.247,1
10.71.216.23,1
10.71.216.226,6
10.71.216.223,1
10.71.216.222,27
10.71.216.221,808
10.71.216.220,0
10.71.216.216,0
10.71.216.213,1
10.71.216.21,0
10.71.216.205,0
10.71.216.173,0
10.71.216.158,0
10.71.216.157,0
10.71.216.153,0
10.71.216.151,0
10.71.216.146,0
10.71.216.144,0
10.71.216.140,0
10.71.216.14,0
10.71.216.109,0
10.71.216.107,1
10.71.216.105,0
10.71.216.101,0
10.71.216.100,0
10.71.212.82,0
10.71.212.60,0
10.71.212.58,0
10.71.212.53,0
10.71.212.44,0
10.71.212.38,1
10.71.212.3,1
10.71.212.229,1
10.71.212.221,0
10.71.212.121,0
10.71.212.109,1
10.71.208.222,0
10.71.204.89,0
10.71.204.74,1
10.71.204.51,0
10.71.204.42,1
10.71.204.228,0
10.71.204.227,0
10.71.204.172,1
10.71.204.154,0
10.71.204.150,0
10.71.204.104,0
10.71.200.21,0
10.71.192.45,0
10.71.157.53,0
10.71.156.8,1
10.71.156.71,1
10.71.156.56,0
10.71.156.52,1
10.71.156.30,0
10.71.156.28,1
10.71.156.229,1
10.71.156.223,0
10.71.156.221,0
10.71.156.20,2
10.71.156.194,0
10.71.156.174,1
10.71.156.139,1
10.71.156.133,1
10.71.152.221,1
10.71.152.162,0
10.71.144.139,0
10.71.136.9,0
10.71.129.27,0
10.71.128.9,0
10.71.128.8,0
10.71.128.7,0
10.71.128.4,0
10.71.128.26,0
10.71.128.25,0
10.71.128.24,0
10.71.128.23,0
10.71.128.22,0
10.71.128.21,0
10.71.128.20,1
10.71.128.17,0
10.71.128.12,0
10.71.128.11,0
10.71.128.10,0
10.71.105.193,0
10.70.88.221,1
10.70.75.132,0
10.70.67.88,1
10.70.40.11,0
10.70.252.158,1
10.70.248.221,1
10.70.220.61,2
10.70.220.54,1
10.70.220.36,1
10.70.220.28,1
10.70.220.26,1
10.70.220.229,0
10.70.220.223,0
10.70.220.221,2
10.70.220.17,0
10.70.220.142,0
10.70.220.141,1
10.70.220.12,1
10.70.220.119,1
10.70.218.221,1
10.70.218.218,4
10.70.218.212,6
10.70.218.211,2
10.70.218.210,1
10.70.218.209,2
10.70.218.207,1
10.70.217.221,1
10.70.216.97,0
10.70.216.91,0
10.70.216.87,0
10.70.216.85,0
10.70.216.80,0
10.70.216.77,0
10.70.216.67,0
10.70.216.53,0
10.70.216.49,1
10.70.216.46,0
10.70.216.44,0
10.70.216.43,0
10.70.216.35,0
10.70.216.253,1
10.70.216.227,0
10.70.216.225,0
10.70.216.223,0
10.70.216.221,2802
10.70.216.220,1
10.70.216.217,1
10.70.216.213,2
10.70.216.207,1
10.70.216.205,2
10.70.216.144,1
10.70.216.138,1
10.70.216.131,0
10.70.216.123,0
10.70.216.100,0
10.70.188.48,1
10.70.152.221,3
10.70.128.207,1
10.70.112.99,0
10.70.112.83,0
10.70.112.80,1
10.70.112.78,1
10.70.112.76,0
10.70.112.67,0
10.70.112.251,0
10.70.112.219,0
10.70.112.115,0
10.7.88.247,0
10.7.248.18,0
10.7.220.86,0
10.7.220.84,0
10.7.220.59,1
10.7.220.55,1
10.7.220.45,1
10.7.220.42,1
10.7.220.247,0
10.7.220.229,1
10.7.220.221,1
10.7.220.22,1
10.7.220.20,0
10.7.220.169,1
10.7.220.131,0
10.7.220.126,1
10.7.220.118,0
10.7.216.247,18
10.7.216.246,1
10.7.216.226,0
10.7.216.221,2
10.7.216.183,0
10.7.208.247,2
10.7.152.221,0
10.7.144.191,0
10.7.128.26,0
10.7.112.26,0
10.69.92.67,0
10.69.92.12,0
10.69.91.30,0
10.69.91.221,0
10.69.90.91,0
10.69.90.83,0
10.69.89.246,0
10.69.88.85,0
10.69.88.78,1
10.69.88.48,1
10.69.88.46,1
10.69.88.34,2
10.69.88.221,1
10.69.88.115,1
10.69.88.11,0
10.69.88.106,1
10.69.88.102,2
10.69.65.111,0
10.69.62.6,0
10.69.61.99,0
10.69.61.9,0
10.69.61.8,0
10.69.61.77,0
10.69.61.74,0
10.69.61.7,0
10.69.61.69,0
10.69.61.66,0
10.69.61.65,0
10.69.61.62,0
10.69.61.54,0
10.69.61.52,0
10.69.61.50,0
10.69.61.5,0
10.69.61.41,0
10.69.61.38,0
10.69.61.34,0
10.69.61.31,0
10.69.61.252,0
10.69.61.24,0
10.69.61.234,0
10.69.61.206,0
10.69.61.205,0
10.69.61.200,0
10.69.61.199,0
10.69.61.19,0
10.69.61.183,0
10.69.61.181,0
10.69.61.18,0
10.69.61.175,0
10.69.61.171,0
10.69.61.167,0
10.69.61.165,0
10.69.61.163,0
10.69.61.157,0
10.69.61.15,0
10.69.61.149,0
10.69.61.146,0
10.69.61.141,0
10.69.61.133,0
10.69.61.131,0
10.69.61.13,0
10.69.61.126,0
10.69.61.12,0
10.69.61.112,0
10.69.61.111,0
10.69.61.110,0
10.69.61.104,0
10.69.59.82,0
10.69.59.81,0
10.69.59.80,0
10.69.59.64,0
10.69.59.58,0
10.69.59.51,0
10.69.59.42,0
10.69.59.4,0
10.69.59.201,0
10.69.59.200,0
10.69.59.20,0
10.69.59.135,0
10.69.58.246,0
10.69.58.242,0
10.69.58.241,0
10.69.58.217,0
10.69.58.203,0
10.69.58.201,0
10.69.58.137,0
10.69.58.135,0
10.69.58.134,0
10.69.58.131,0
10.69.58.101,0
10.69.57.69,0
10.69.57.52,0
10.69.57.46,0
10.69.57.41,0
10.69.57.38,0
10.69.57.32,0
10.69.57.125,0
10.69.57.113,0
10.69.57.109,0
10.69.57.103,0
10.69.57.102,0
10.69.56.48,0
10.69.56.46,0
10.69.56.45,0
10.69.56.44,0
10.69.56.41,0
10.69.56.233,0
10.69.56.142,0
10.69.56.122,0
10.69.53.88,0
10.69.53.223,0
10.69.53.222,0
10.69.53.220,0
10.69.53.158,0
10.69.52.221,0
10.69.49.223,0
10.69.46.97,0
10.69.46.9,0
10.69.46.88,0
10.69.46.79,0
10.69.46.78,0
10.69.46.76,0
10.69.46.74,0
10.69.46.72,0
10.69.46.67,0
10.69.46.64,0
10.69.46.63,0
10.69.46.62,0
10.69.46.60,0
10.69.46.49,0
10.69.46.3,0
10.69.46.246,0
10.69.46.242,0
10.69.46.241,0
10.69.46.23,0
10.69.46.226,0
10.69.46.224,0
10.69.46.215,0
10.69.46.208,0
10.69.46.17,0
10.69.46.145,0
10.69.46.120,0
10.69.46.113,0
10.69.46.109,0
10.69.46.102,0
10.69.44.29,0
10.69.44.26,0
10.69.44.24,0
10.69.44.23,0
10.69.44.22,0
10.69.44.205,0
10.69.44.204,0
10.69.44.200,0
10.69.44.157,0
10.69.43.34,0
10.69.43.27,0
10.69.43.25,0
10.69.43.24,0
10.69.43.22,0
10.69.43.21,0
10.69.43.144,0
10.69.43.123,0
10.69.42.30,0
10.69.42.23,0
10.69.42.201,0
10.69.42.200,0
10.69.42.171,0
10.69.42.163,0
10.69.41.99,0
10.69.41.70,0
10.69.41.47,0
10.69.41.4,0
10.69.41.3,0
10.69.41.133,0
10.69.40.67,0
10.69.40.30,0
10.69.40.25,0
10.69.40.22,0
10.69.40.197,0
10.69.39.67,0
10.69.39.66,0
10.69.39.63,0
10.69.39.62,0
10.69.39.61,0
10.69.39.60,0
10.69.39.59,0
10.69.39.56,0
10.69.39.53,0
10.69.39.52,0
10.69.39.51,0
10.69.39.37,0
10.69.39.36,0
10.69.39.29,0
10.69.39.26,0
10.69.39.25,0
10.69.39.24,0
10.69.39.23,0
10.69.39.21,0
10.69.39.199,0
10.69.39.12,0
10.69.39.100,0
10.69.38.92,0
10.69.38.87,0
10.69.38.81,0
10.69.38.6,0
10.69.38.51,0
10.69.38.50,0
10.69.38.44,0
10.69.38.40,0
10.69.38.36,0
10.69.38.35,0
10.69.38.34,0
10.69.38.33,0
10.69.38.31,0
10.69.38.30,0
10.69.38.29,0
10.69.38.24,0
10.69.38.212,0
10.69.38.21,0
10.69.38.206,0
10.69.38.205,0
10.69.38.200,0
10.69.38.20,0
10.69.38.122,0
10.69.38.101,0
10.69.37.28,0
10.69.37.24,0
10.69.37.22,0
10.69.37.21,0
10.69.37.200,0
10.69.36.72,0
10.69.36.71,0
10.69.36.70,0
10.69.36.67,0
10.69.36.66,0
10.69.36.64,0
10.69.36.61,0
10.69.36.57,0
10.69.36.55,0
10.69.36.51,0
10.69.36.41,0
10.69.36.39,0
10.69.36.38,0
10.69.36.36,0
10.69.36.31,0
10.69.36.27,0
10.69.36.24,0
10.69.36.23,0
10.69.36.212,0
10.69.36.201,0
10.69.36.20,0
10.69.36.197,0
10.69.36.19,0
10.69.36.178,0
10.69.36.158,0
10.69.36.134,0
10.69.35.42,0
10.69.35.34,0
10.69.35.32,0
10.69.35.25,0
10.69.35.23,0
10.69.35.21,0
10.69.35.124,0
10.69.33.3,0
10.69.33.2,0
10.69.252.229,1
10.69.248.81,0
10.69.248.75,0
10.69.248.73,1
10.69.248.37,0
10.69.248.146,1
10.69.248.115,0
10.69.248.103,0
10.69.248.102,0
10.69.241.14,0
10.69.241.11,0
10.69.240.2,1
10.69.232.33,1
10.69.220.94,0
10.69.220.92,0
10.69.220.83,0
10.69.220.8,1
10.69.220.71,0
10.69.220.7,0
10.69.220.68,1
10.69.220.53,1
10.69.220.50,0
10.69.220.48,1
10.69.220.43,0
10.69.220.39,0
10.69.220.36,0
10.69.220.29,0
10.69.220.26,1
10.69.220.230,1
10.69.220.227,1
10.69.220.221,1
10.69.220.215,1
10.69.220.204,1
10.69.220.18,1
10.69.220.178,1
10.69.220.177,0
10.69.220.172,1
10.69.220.16,1
10.69.220.155,0
10.69.220.154,1
10.69.220.136,0
10.69.220.120,1
10.69.220.107,0
10.69.218.63,0
10.69.218.62,1
10.69.218.229,1
10.69.218.226,1
10.69.218.113,0
10.69.217.98,1
10.69.217.229,0
10.69.217.221,1
10.69.217.146,1
10.69.216.98,2
10.69.216.97,0
10.69.216.93,0
10.69.216.87,4
10.69.216.85,1
10.69.216.84,1
10.69.216.83,0
10.69.216.82,1
10.69.216.81,4
10.69.216.80,1
10.69.216.79,5
10.69.216.78,3
10.69.216.77,0
10.69.216.76,4
10.69.216.75,5
10.69.216.74,2
10.69.216.73,11
10.69.216.70,0
10.69.216.69,1
10.69.216.68,1
10.69.216.67,0
10.69.216.66,0
10.69.216.65,1
10.69.216.63,2
10.69.216.62,2
10.69.216.61,0
10.69.216.60,0
10.69.216.59,1
10.69.216.58,1
10.69.216.56,1
10.69.216.55,2
10.69.216.54,1
10.69.216.53,0
10.69.216.51,0
10.69.216.50,2
10.69.216.49,1
10.69.216.48,6
10.69.216.45,1
10.69.216.44,1
10.69.216.43,2
10.69.216.42,3
10.69.216.40,1
10.69.216.39,3
10.69.216.38,1
10.69.216.37,3
10.69.216.36,1
10.69.216.33,4
10.69.216.32,2
10.69.216.31,1
10.69.216.30,2
10.69.216.253,1
10.69.216.241,0
10.69.216.24,2
10.69.216.231,1
10.69.216.23,4
10.69.216.229,7
10.69.216.226,21
10.69.216.225,1
10.69.216.223,2
10.69.216.221,33
10.69.216.220,1
10.69.216.213,2
10.69.216.21,1
10.69.216.205,1
10.69.216.197,0
10.69.216.187,0
10.69.216.18,0
10.69.216.176,1
10.69.216.174,2
10.69.216.171,1
10.69.216.162,1
10.69.216.158,1
10.69.216.157,1
10.69.216.155,1
10.69.216.154,3
10.69.216.151,0
10.69.216.149,0
10.69.216.146,10
10.69.216.145,8
10.69.216.144,2
10.69.216.140,5
10.69.216.139,0
10.69.216.138,2
10.69.216.137,3
10.69.216.127,0
10.69.216.115,2
10.69.216.114,0
10.69.216.113,0
10.69.216.111,1
10.69.216.107,6
10.69.216.106,12
10.69.216.104,3
10.69.216.103,4
10.69.216.102,3
10.69.216.101,3
10.69.216.100,1
10.69.212.84,0
10.69.212.76,1
10.69.212.53,0
10.69.212.22,1
10.69.208.72,1
10.69.204.245,0
10.69.200.73,1
10.69.200.66,0
10.69.200.50,0
10.69.200.221,1
10.69.200.210,0
10.69.200.174,1
10.69.200.139,0
10.69.200.103,1
10.69.200.102,0
10.69.193.13,0
10.69.192.9,0
10.69.192.3,0
10.69.192.22,0
10.69.192.21,0
10.69.192.17,0
10.69.192.13,0
10.69.192.12,0
10.69.192.11,0
10.69.184.66,1
10.69.160.21,0
10.69.160.20,0
10.69.160.150,0
10.69.160.13,0
10.69.156.140,1
10.69.153.242,1
10.69.152.76,1
10.69.152.53,0
10.69.152.37,1
10.69.152.211,0
10.69.152.195,1
10.69.152.155,1
10.69.152.146,0
10.69.152.104,3
10.69.144.28,0
10.69.144.21,0
10.69.144.17,0
10.69.136.7,0
10.69.136.30,0
10.69.136.3,0
10.69.136.27,0
10.69.136.17,1
10.69.136.1,0
10.69.133.12,0
10.69.132.7,0
10.69.132.28,0
10.69.132.23,0
10.69.132.22,0
10.69.132.21,0
10.69.132.17,0
10.69.132.10,0
10.69.130.79,0
10.69.130.53,0
10.69.130.44,0
10.69.130.13,0
10.69.130.12,0
10.69.129.9,0
10.69.129.7,0
10.69.129.6,0
10.69.129.15,0
10.69.129.12,0
10.69.128.92,0
10.69.128.9,0
10.69.128.84,0
10.69.128.80,0
10.69.128.8,0
10.69.128.76,0
10.69.128.73,0
10.69.128.71,0
10.69.128.7,1
10.69.128.66,0
10.69.128.6,0
10.69.128.54,0
10.69.128.5,1
10.69.128.49,0
10.69.128.44,0
10.69.128.4,0
10.69.128.31,0
10.69.128.30,0
10.69.128.3,0
10.69.128.29,0
10.69.128.28,0
10.69.128.27,0
10.69.128.26,0
10.69.128.25,1
10.69.128.24,0
10.69.128.23,0
10.69.128.22,1
10.69.128.21,0
10.69.128.20,0
10.69.128.2,0
10.69.128.19,0
10.69.128.18,0
10.69.128.17,0
10.69.128.16,0
10.69.128.157,0
10.69.128.156,0
10.69.128.155,0
10.69.128.15,1
10.69.128.141,0
10.69.128.138,0
10.69.128.137,0
10.69.128.13,0
10.69.128.12,0
10.69.128.11,0
10.69.128.10,0
10.69.128.1,0
10.69.0.7,0
10.69.0.4,0
10.69.0.3,0
10.69.0.23,0
10.69.0.20,0
10.69.0.2,0
10.69.0.13,0
10.69.0.12,0
10.68.39.9,1
10.68.39.10,1
10.68.220.53,0
10.68.220.221,1
10.68.220.22,0
10.68.216.68,0
10.68.216.242,1
10.68.216.221,3
10.68.216.148,0
10.68.216.137,0
10.68.2.181,0
10.68.2.180,0
10.68.192.20,0
10.68.160.246,0
10.68.144.9,0
10.68.144.27,0
10.68.131.89,0
10.68.128.7,0
10.68.128.28,0
10.68.128.27,0
10.68.128.23,0
10.68.128.21,0
10.68.128.18,0
10.68.128.1,0
10.67.94.8,4
10.67.94.77,0
10.67.94.221,0
10.67.94.142,0
10.67.94.134,0
10.67.94.131,0
10.67.94.13,0
10.67.94.117,1
10.67.94.106,0
10.67.93.25,1
10.67.93.248,1
10.67.93.229,0
10.67.93.221,0
10.67.93.158,0
10.67.93.152,1
10.67.93.145,0
10.67.93.14,0
10.67.93.133,1
10.67.93.12,1
10.67.93.117,0
10.67.92.99,0
10.67.92.97,1
10.67.92.96,4
10.67.92.95,3
10.67.92.94,1
10.67.92.93,1
10.67.92.92,3
10.67.92.9,3
10.67.92.89,1
10.67.92.88,3
10.67.92.87,2
10.67.92.86,7
10.67.92.85,2
10.67.92.84,3
10.67.92.83,1
10.67.92.82,3
10.67.92.81,1
10.67.92.8,6
10.67.92.79,0
10.67.92.78,0
10.67.92.77,3
10.67.92.76,1
10.67.92.74,7
10.67.92.73,4
10.67.92.72,0
10.67.92.71,3
10.67.92.70,1
10.67.92.7,2
10.67.92.69,3
10.67.92.68,1
10.67.92.67,2
10.67.92.66,2
10.67.92.65,1
10.67.92.64,1
10.67.92.63,2
10.67.92.62,3
10.67.92.61,6
10.67.92.60,6
10.67.92.6,2
10.67.92.59,5
10.67.92.58,8
10.67.92.57,10
10.67.92.56,9
10.67.92.55,6
10.67.92.54,3
10.67.92.53,4
10.67.92.52,4
10.67.92.51,6
10.67.92.50,4
10.67.92.49,4
10.67.92.48,3
10.67.92.46,2
10.67.92.45,2
10.67.92.44,3
10.67.92.43,2
10.67.92.42,7
10.67.92.41,1
10.67.92.40,2
10.67.92.38,1
10.67.92.37,2
10.67.92.36,1
10.67.92.35,0
10.67.92.33,0
10.67.92.31,1
10.67.92.30,0
10.67.92.29,1
10.67.92.28,7
10.67.92.27,3
10.67.92.26,2
10.67.92.25,2
10.67.92.245,1
10.67.92.244,1
10.67.92.240,1
10.67.92.24,4
10.67.92.239,1
10.67.92.233,0
10.67.92.231,1
10.67.92.230,2
10.67.92.23,2
10.67.92.229,52
10.67.92.228,8
10.67.92.227,6
10.67.92.225,2
10.67.92.224,1
10.67.92.223,3
10.67.92.221,58
10.67.92.22,2
10.67.92.217,3
10.67.92.216,1
10.67.92.215,0
10.67.92.213,0
10.67.92.210,0
10.67.92.21,2
10.67.92.205,0
10.67.92.20,1
10.67.92.197,1
10.67.92.193,1
10.67.92.19,0
10.67.92.189,0
10.67.92.182,1
10.67.92.180,1
10.67.92.18,5
10.67.92.179,1
10.67.92.178,3
10.67.92.177,7
10.67.92.176,2
10.67.92.175,1
10.67.92.174,6
10.67.92.173,3
10.67.92.172,11
10.67.92.170,1
10.67.92.17,4
10.67.92.169,1
10.67.92.168,1
10.67.92.167,0
10.67.92.166,0
10.67.92.165,2
10.67.92.164,2
10.67.92.163,1
10.67.92.162,1
10.67.92.161,0
10.67.92.160,3
10.67.92.16,6
10.67.92.159,3
10.67.92.158,5
10.67.92.156,5
10.67.92.155,6
10.67.92.154,2
10.67.92.152,2
10.67.92.151,3
10.67.92.150,10
10.67.92.15,6
10.67.92.148,1
10.67.92.147,2
10.67.92.146,1
10.67.92.145,1
10.67.92.144,4
10.67.92.143,2
10.67.92.142,10
10.67.92.141,6
10.67.92.140,7
10.67.92.14,3
10.67.92.139,2
10.67.92.138,1
10.67.92.137,4
10.67.92.136,1
10.67.92.135,3
10.67.92.134,0
10.67.92.133,2
10.67.92.132,1
10.67.92.131,2
10.67.92.130,0
10.67.92.13,4
10.67.92.129,4
10.67.92.128,1
10.67.92.127,2
10.67.92.126,2
10.67.92.123,1
10.67.92.122,2
10.67.92.121,1
10.67.92.120,0
10.67.92.12,10
10.67.92.119,4
10.67.92.118,3
10.67.92.117,2
10.67.92.110,6
10.67.92.109,4
10.67.92.108,2
10.67.92.107,5
10.67.92.106,5
10.67.92.105,4
10.67.92.104,2
10.67.92.103,5
10.67.92.102,1
10.67.92.101,1
10.67.92.1,0
10.67.90.223,0
10.67.90.222,0
10.67.90.221,3
10.67.90.184,0
10.67.90.152,0
10.67.90.144,0
10.67.9.246,0
10.67.89.58,1
10.67.89.229,1
10.67.88.98,0
10.67.88.97,1
10.67.88.87,0
10.67.88.73,1
10.67.88.58,0
10.67.88.38,0
10.67.88.32,0
10.67.88.28,0
10.67.88.234,0
10.67.88.230,0
10.67.88.229,1
10.67.88.226,4
10.67.88.221,19
10.67.88.220,0
10.67.88.21,0
10.67.88.142,1
10.67.85.56,0
10.67.84.86,0
10.67.84.8,1
10.67.84.62,1
10.67.84.52,1
10.67.84.33,1
10.67.84.26,1
10.67.84.236,1
10.67.84.221,2
10.67.84.177,1
10.67.84.15,0
10.67.84.142,0
10.67.84.133,0
10.67.84.132,1
10.67.84.121,0
10.67.84.110,0
10.67.80.221,1
10.67.80.20,0
10.67.80.2,1
10.67.76.96,1
10.67.76.74,0
10.67.76.228,0
10.67.76.221,1
10.67.76.172,1
10.67.76.140,1
10.67.76.102,0
10.67.72.226,0
10.67.72.221,1
10.67.72.15,1
10.67.60.51,1
10.67.48.2,1
10.67.43.82,0
10.67.43.73,0
10.67.43.71,0
10.67.43.68,0
10.67.43.56,0
10.67.43.129,0
10.67.43.106,0
10.67.43.100,0
10.67.42.93,0
10.67.42.83,0
10.67.42.82,0
10.67.42.78,0
10.67.42.73,0
10.67.42.72,0
10.67.42.70,0
10.67.42.68,0
10.67.42.67,0
10.67.42.66,0
10.67.42.65,0
10.67.42.64,0
10.67.42.63,0
10.67.42.47,0
10.67.42.45,0
10.67.42.42,0
10.67.42.4,0
10.67.42.34,0
10.67.42.24,0
10.67.42.23,0
10.67.42.199,0
10.67.42.19,0
10.67.42.18,0
10.67.42.150,0
10.67.42.143,0
10.67.42.123,0
10.67.42.122,0
10.67.42.113,0
10.67.42.111,0
10.67.42.102,0
10.67.42.101,0
10.67.41.254,0
10.67.41.246,0
10.67.41.201,0
10.67.41.200,0
10.67.41.130,0
10.67.36.7,0
10.67.36.2,0
10.67.35.85,0
10.67.35.41,0
10.67.35.38,0
10.67.35.37,0
10.67.35.33,0
10.67.35.23,0
10.67.35.213,0
10.67.35.189,0
10.67.35.14,0
10.67.35.125,0
10.67.35.104,0
10.67.32.8,0
10.67.29.242,0
10.67.28.84,1
10.67.28.66,1
10.67.28.63,4
10.67.28.58,3
10.67.28.48,1
10.67.28.44,0
10.67.28.43,1
10.67.28.38,1
10.67.28.35,0
10.67.28.26,1
10.67.28.229,0
10.67.28.227,0
10.67.28.221,3
10.67.28.217,1
10.67.28.18,1
10.67.28.17,0
10.67.28.16,0
10.67.28.159,1
10.67.28.146,0
10.67.28.142,1
10.67.28.140,0
10.67.28.136,1
10.67.28.129,0
10.67.28.12,2
10.67.28.104,0
10.67.26.152,0
10.67.255.40,1
10.67.255.27,1
10.67.254.82,0
10.67.254.8,0
10.67.254.54,1
10.67.254.24,0
10.67.254.231,1
10.67.254.223,1
10.67.254.20,0
10.67.254.150,1
10.67.254.131,0
10.67.254.129,1
10.67.254.109,1
10.67.254.106,0
10.67.253.82,0
10.67.253.71,1
10.67.253.60,1
10.67.253.45,0
10.67.253.229,0
10.67.253.221,1
10.67.253.129,1
10.67.253.128,1
10.67.253.110,0
10.67.253.103,0
10.67.252.99,2
10.67.252.96,11
10.67.252.95,0
10.67.252.94,2
10.67.252.93,2
10.67.252.92,2
10.67.252.90,1
10.67.252.9,3
10.67.252.88,0
10.67.252.87,0
10.67.252.86,2
10.67.252.85,2
10.67.252.84,3
10.67.252.83,1
10.67.252.82,3
10.67.252.8,5
10.67.252.79,0
10.67.252.77,2
10.67.252.74,6
10.67.252.73,2
10.67.252.71,3
10.67.252.70,0
10.67.252.7,5
10.67.252.69,1
10.67.252.68,0
10.67.252.67,0
10.67.252.66,5
10.67.252.65,1
10.67.252.64,1
10.67.252.63,2
10.67.252.62,2
10.67.252.61,4
10.67.252.60,7
10.67.252.6,0
10.67.252.59,1
10.67.252.58,7
10.67.252.57,3
10.67.252.56,6
10.67.252.55,3
10.67.252.54,1
10.67.252.53,5
10.67.252.52,6
